flow,fy_start,hs_code,commodity,prev_year_usd_mn,cur_year_usd_mn,growth_pct,header,pulled_on
exports,2024,02,MEAT AND EDIBLE MEAT OFFAL.,3832.6,4159.0,8.52,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",6124.21,6296.53,2.81,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",624.77,853.99,36.69,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",268.95,289.79,7.75,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,86.7,88.58,2.17,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,1940.68,2192.81,12.99,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,1637.12,1695.09,3.54,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,09,"COFFEE, TEA, MATE AND SPICES.",4738.58,5364.76,13.21,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,10,CEREALS.,10994.03,12752.39,15.99,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,720.84,727.53,0.93,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2143.78,2127.85,-0.74,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",972.32,1127.65,15.98,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,45.77,46.95,2.6,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,1824.86,2040.77,11.83,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",725.86,789.99,8.84,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,17,SUGARS AND SUGAR CONFECTIONERY.,3291.66,2501.44,-24.01,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,18,COCOA AND COCOA PREPARATIONS.,183.7,295.55,60.89,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",821.03,913.18,11.22,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",1155.64,1223.17,5.84,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,21,MISCELLANEOUS EDIBLE PREPARATIONS.,1469.42,1713.93,16.64,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,22,"BEVERAGES, SPIRITS AND VINEGAR.",451.66,452.59,0.2,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,2782.86,2215.0,-20.41,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,1449.54,1979.0,36.53,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",2224.38,2038.57,-8.35,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,26,"ORES, SLAG AND ASH.",4267.07,2350.83,-44.91,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",87602.38,67045.98,-23.47,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",3205.71,4059.74,26.64,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,29,ORGANIC CHEMICALS,20311.5,20120.69,-0.94,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,30,PHARMACEUTICAL PRODUCTS,22105.85,24577.81,11.18,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,31,FERTILISERS.,130.06,162.11,24.64,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",3983.33,3561.36,-10.59,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",2963.18,2703.54,-8.76,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",995.42,1077.3,8.23,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,378.21,397.0,4.97,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,235.25,383.07,62.84,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,15.07,19.91,32.18,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,38,MISCELLANEOUS CHEMICAL PRODUCTS.,6577.08,6972.75,6.02,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,39,PLASTIC AND ARTICLES THEREOF.,7381.3,8158.21,10.53,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,40,RUBBER AND ARTICLES THEREOF.,4575.93,4862.41,6.26,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,448.74,446.68,-0.46,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",2446.99,2622.47,7.17,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",11.86,7.23,-39.01,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,621.05,590.23,-4.96,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,45,CORK AND ARTICLES OF CORK.,5.29,4.94,-6.64,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",68.73,71.31,3.75,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,8.89,6.28,-29.35,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2625.46,2626.47,0.04,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",430.26,434.86,1.07,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,50,SILK,124.06,162.72,31.17,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",165.29,135.12,-18.25,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,52,COTTON.,6780.81,6333.99,-6.59,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,473.21,610.12,28.93,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,54,MAN-MADE FILAMENTS.,1760.99,1769.75,0.5,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,55,MAN-MADE STAPLE FIBRES.,1639.25,1613.32,-1.58,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",574.88,666.25,15.89,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,1875.56,2097.72,11.85,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,360.12,367.47,2.04,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
exports,2024,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",479.48,503.46,5.0,"S.No. | HSCode | Commodity | 2023 - 2024 | %Share | 2024 - 2025 | %Share | %Growth | 1 | 01 | LIVE ANIMALS. | 12.37 | 0.0028 | 19.70 | 0.0045 | 59.17 | India's Total Export | 437,072.03 |  | 437,704.58 |  | 0.14",2026-07-21
